Likelihood,Likelihood mean
-327.4974973768785,
-329.2239945808245,
-329.4480197414489,
-329.22393114829725,
-326.77372783273483,
-325.84293440506076,
-324.1801295735467,
-323.7920887195059,
-322.38468985685824,
-321.1126447276704,
-320.99303115649894,
-319.50515506427433,
-320.68881835221674,
-318.7117333347065,
-316.9722949771382,
-315.22956456072336,
-314.8421162706747,
-312.8870233303115,
-312.6148055828935,
-311.80549989316137,
-311.55712335118835,
-309.5507998263582,
-307.9999710052183,
-307.5987504231243,
-307.05489093642404,
-307.6262251892334,
-306.472528946549,
-307.0318260703561,
-305.4386799907885,
-305.3470531128861,
-304.54663550829986,
-304.7483826053295,
-304.17484403135046,
-304.7441987105316,
-303.77360678379915,
-303.2443055887223,
-303.0695736271596,
-303.5957365837305,
-303.2635515339091,
-300.54119730548,
-302.22710391584206,
-301.85769580458737,
-301.42988138835926,
-301.23997970951245,
-301.6826977440858,
-300.4107716683919,
-302.8948385697472,
-300.8747169871725,
-300.96257316286346,
-301.18177834007264,
-299.84551049013555,
-299.88664797484483,
-300.47225840007377,
-300.9755288316523,
-301.52301827202564,
-299.9733553379576,
-300.6865919662636,
-299.1739827835791,
-299.4201927474603,
-299.1667621887855,
-298.9170599664393,
-298.48206412157487,
-300.08161691433247,
-299.42586240221175,
-298.8263263967811,
-298.43724021062593,
-297.9217168067017,
-297.5366053620539,
-298.81041769607924,
-299.5531466189824,
-297.46675606813045,
-298.19898383950584,
-298.724810663052,
-296.7809125564667,
-296.7515660199538,
-297.29844721415606,
-296.9624462315591,
-297.2988765522943,
-297.3827405316675,
-297.7879531717152,
-297.6573102680037,
-297.3706104503912,
-297.35123177458996,
-295.91437244033546,
-296.82254542246255,
-296.6328373526182,
-296.31730709321494,
-295.5629864113322,
-296.5916719303613,
-296.4887821980111,
-295.7599250463537,
-296.46770676632764,
-297.0954618263764,
-295.6136538618881,
-295.24826663340826,
-296.1489083292561,
-295.81308174276927,
-294.975245379867,
-297.089700363201,
-296.425649681957,
-296.7162433137983,
-294.9340309009398,
-296.1574595773667,
-294.17706686231855,
-295.5035036167559,
-295.03823571637065,
-296.70661294903,
-295.05344401167247,
-295.43519449039155,
-296.42935686003335,
-294.6150466378859,
-295.4362207573422,
-295.08498527994635,
-295.28731222419435,
-294.8750925962721,
-294.41354367919445,
-296.58412080326156,
-294.6855735975788,
-293.3826737654615,
-294.76064612508236,
-295.7228068506223,
-294.09995735677865,
-293.9894079274256,
-294.160997094507,
-295.6812347117307,
-293.7543140111138,
-294.4011631696878,
-294.78814375659755,
-294.35065843385513,
-294.0312124926784,
-295.28247568518276,
-293.32087807246535,
-295.07477799347186,
-293.0600478618876,
-294.63539448843323,
-293.76841449917174,
-293.4424030173804,
-294.29418350271584,
-292.16152321192277,
-292.0424110796291,
-292.4662902445743,
-292.6800182682922,
-293.08403635131276,
-293.2640089079337,
-294.06628723620577,
-294.2085396750698,
-292.6020493188546,
-292.53487071381284,
-294.0182094860745,
-294.7446083271665,
-294.57100248959154,
-294.4674483596162,
-293.6644427358364,
-294.15715256122115,
-293.7190054382782,
-292.5562230414422,
-294.0190564091949,
-294.24690378118135,
-294.22662028333895,
-293.85765851357615,
-294.7832977643242,
-293.62634996313295,
-293.6874411095149,
-294.3669583862036,
-293.219401777621,
-294.22937723941453,
-293.1805063689969,
-293.72016770369737,
-292.1955569633211,
-294.1644929302566,
-293.7574889522113,
-292.9921919666033,
-294.07097443377666,
-293.55375190314,
-293.2219310164465,
-293.31090953581275,
-293.5800793464378,
-293.5655690711082,
-294.04936029634047,
-293.52546900512283,
-294.6331531987371,
-293.54701814817076,
-293.2272456302739,
-293.3200242691816,
-293.1748884248533,
-293.55028313458666,
-293.2803125321985,
-292.55776350703303,
-292.8539998561746,
-293.39865479145317,
-293.8573611209003,
-293.2562886803509,
-293.99417370840087,
-294.1530521307273,
-292.7905690884278,
-293.9926822514349,
-293.5417215076514,
-293.39460486128615,
-294.69131466854543,
-295.25787515142116,
-294.63688431300864,
-293.482628053971,
-292.0258450755225,
-294.2431444495342,
-293.34095887741,
-291.9601421148129,
-291.4141734498337,
-293.0597315005612,
-292.8200144109634,
-294.98408944832374,
-293.8339333620641,
-294.257430539352,
-291.8351948042173,
-293.16072138748615,
-294.01514029703964,
-292.69223973076294,
-293.0822493583092,
-292.9020185861438,
-291.8197247478743,
-293.1170565310611,
-293.44406361120224,
-293.71661039909776,
-292.2348187685245,
-294.23107406206077,
-291.95255603830134,
-290.5829153548976,
-290.76782355920926,
-290.9346376576103,
-291.5355313634049,
-292.4707893390332,
-292.4924897262768,
-291.47293390440905,
-292.41878057569744,
-292.9928611333987,
-292.90891251421294,
-292.4298510614508,
-292.7762145280337,
-292.7725463068906,
-291.9803530300911,
-291.94152545062155,
-293.8282485460298,
-292.0106944938789,
-291.5424103904174,
-291.98483455369717,
-291.9228845178599,
-290.79495910527316,
-290.62876993364074,
-291.86033198216666,
-290.99210859157023,
-290.36192939947546,
-290.19036755165956,
-291.7850970878156,
-291.95880130747787,
-291.97206868210924,
-290.68707334584184,
-290.8244092549024,
-290.84447176586104,
-290.64295947156234,
-291.24548611024534,
-290.558939280285,
-290.29119622053327,
-290.95375331640355,
-291.1244938498148,
-291.10998357127966,
-290.535211905358,
-290.6683850330559,
-290.84082895145417,
-291.04157069726494,
-290.2747664660806,
-291.60574732090174,
-291.85809899602435,
-291.12737314874147,
-291.46133936600086,
-290.08101038788317,
-290.7644145676529,
-290.5311833801202,
-291.427575085329,
-290.00328268203344,
-289.6899614151141,
-290.28442247617335,
-289.6876785486451,
-290.62886121189,
-291.92513173815973,
-290.3653318105344,
-292.9041631382606,
-291.2116510778524,
-290.7369529229421,
-291.6017660149535,
-292.96896588035275,
-291.19795305591583,
-291.22036893116615,
-290.961279641219,
-289.76291987802,
-290.99626263997493,
-291.13578566504196,
-290.8553923746183,
-289.6642411292265,
-290.12609819083735,
-291.5296065471003,
-290.7980542151597,
-291.1652833246584,
-291.76311022693864,
-290.0798866417559,
-290.6995397766072,
-290.4052829802832,
-291.69310469665635,
-292.1784654471617,
-291.967830093083,
-292.8270910604137,
-291.54716869956127,
-290.4972803804759,
-291.803291356183,
-290.4274282667118,
-290.9697043591473,
-290.52134424804666,
-291.501601678964,
-290.78572503784113,
-291.412770095531,
-290.99094573360645,
-292.43881939992514,
-291.9073262984446,
-290.76716943222885,
-290.8820541395493,
-291.52434254301284,
-291.70860940176647,
