,ucsf_C1,ucsf_C2,ucsf_C3,ucsf_C4,ucsf_C5,ucsf_C6,ucsf_C7,ucsf_C8,ucsf_C9,ucsf_C10,ucsf_C11,ucsf_C12,ucsf_C13,ucsf_C14,ucsf_C15,sinai_emory_C1,sinai_emory_C2,sinai_emory_C3,sinai_emory_C4,sinai_emory_C5,sinai_emory_C6,sinai_emory_C7,sinai_emory_C8,sinai_emory_C9,sinai_emory_C10,sinai_emory_C11,sinai_emory_C12,sinai_emory_C13,sinai_emory_C14,sinai_emory_C15,sinai_emory_C16,cardiff_C1,cardiff_C2,cardiff_C3,cardiff_C4,cardiff_C5,cardiff_C6,cardiff_C7,cardiff_C8,cardiff_C9,cardiff_C10,cardiff_C11,cardiff_C12,cardiff_C13,cardiff_C14,cardiff_C15,cardiff_C16
Neurological,0.0021408525404979883,0.006038828739646435,0.019169784329893826,0.009342083252124928,0.011222564905905048,0.019750513851051813,0.005692983540924178,0.018799811999387454,0.008772608455410459,0.014269526430875236,0.02516393937219545,0.008806514954854638,0.008227364840320028,0.006861704754734097,0.009641824879844284,0.010149339650555951,0.022678726355044556,0.021206438043814262,0.02035668985579949,0.019766774174278696,0.023167671871266265,0.023628459498452006,0.018171254125962055,0.02825298680205364,0.014565169815381999,0.01491092936057427,0.02806372698373619,0.016736304768533907,0.03322530341455486,0.03206320719486218,0.0264501843291774,0.005542224492547213,0.012081795310000918,0.020863788790945983,0.026347400524061506,0.008911923161754338,0.03987346514314662,0.033909017418033614,0.052377615733263945,0.029415906261957524,0.022404182429408805,0.0367971940138603,0.015658967269212794,0.03468603302150799,0.05330919283798862,0.037728223981970815,0.04279899651862548
Musculo-Skeletal,0.003323461549592541,0.006792806130573064,0.020550305627318254,0.01137195870426872,0.008304645290454847,0.023218493859401387,0.007427525536806083,0.027928545349273425,0.017211694825101907,0.013181640055045301,0.040304737139856966,0.03695864056507069,0.012414609441927356,0.007417715453000018,0.01513373066909781,0.009550853468087234,0.03258730900948709,0.02977444087740942,0.02638464963681446,0.010307779492149517,0.024745701694893468,0.03228734902012655,0.0175986771690904,0.04384442840018852,0.0065749317750735834,0.003316501386062825,0.046689115244172526,0.004053606000338329,0.059492487705339735,0.057526712511244915,0.047952060917258454,0.004102720693734987,0.004837990374166463,0.007404784467489774,0.01394368193669035,0.003918485822900762,0.021561770179326728,0.017094956235631297,0.030623398372594132,0.021419130893343085,0.011098349081922152,0.01999587188642567,0.005738009556103965,0.052591066032176115,0.0357734234316917,0.019648290540819638,0.026020955990457704
Gastrointestinal,0.0027881198802372385,0.007758610878319904,0.016198176950521566,0.008804308410913208,0.007149915333484963,0.025732769722390296,0.0049955875724463274,0.024480638813190406,0.05425490859438662,0.018805815604687977,0.015561788017066838,0.008361039542294562,0.01789268500212791,0.006666705341133583,0.012311575365589725,0.007549868632981213,0.031602315021028414,0.01821484733921868,0.009165318360555782,0.011637554863329598,0.012315526230682602,0.024691596924820376,0.021485975663986696,0.028020397909618976,0.027288822457949696,0.03262023932988755,0.044163091464151635,0.04275558816711545,0.04141699199026767,0.04658403070458955,0.01193237107620286,0.002752787921312798,0.003694738351186273,0.005822812931826842,0.0095703086225489,0.002980696232729516,0.013810020862891978,0.010241554117614812,0.05783188176002317,0.03854109824593689,0.005372874530843558,0.04473138545438237,0.02140662702250006,0.010464131166382482,0.04050122595811576,0.010852634189078994,0.07821804146744776
Sexual/Hormonal Function,0.0012007077785150394,0.002612741141009951,0.011061506885242373,0.005690639667059365,0.004949488025052902,0.05380287991062,0.0031290314128443212,0.011041597286627578,0.006020160474718005,0.004539660885304456,0.018561703530320283,0.007668794705236829,0.004046750810761655,0.0022106888434611956,0.004951342277013511,0.014889441194332954,0.047747054387550676,0.04874321237801979,0.02599187830108602,0.015920329668252492,0.01892726151034859,0.02655709805158218,0.04122012648663958,0.08567316241309815,0.008600502433281108,0.004581198173713878,0.08215587005197506,0.005332476864194878,0.13338154009065492,0.11758490335710478,0.028646400741828143,0.001559911996378478,0.0016301687322986243,0.002871448978545655,0.005895626711824652,0.0018873694647087728,0.003620616908832105,0.00371422063798419,0.008218851792486803,0.010791463237140825,0.005526475177578901,0.005121412652558914,0.0014551951249337893,0.047562967094373555,0.02455336487451077,0.010607932054736391,0.017542824823656957
Sensory Changes,0.00244476312711601,0.006677151350851706,0.02151186557793519,0.006949738313691327,0.006668166106211664,0.02149390888506576,0.008495953644156154,0.022448047600349158,0.010167594762790742,0.011648212088160172,0.013258948587002412,0.009039325584225617,0.008462664909225875,0.01921185352728674,0.020429422793986362,0.009649371082811501,0.02143904183177426,0.022665988703847773,0.016543180632434488,0.009321667926796555,0.021447897107529396,0.025412681745887886,0.03837460378547452,0.032721916207203265,0.01741334032235616,0.010056055506147871,0.02755076091215867,0.024152050720356942,0.0406905326407302,0.04080981369069983,0.028587800015878677,0.0036737237660987724,0.00660605411469818,0.013822990492965495,0.01824006124586618,0.00453330471891467,0.03183720563547051,0.0263266280553691,0.04663317813738347,0.03451908890407008,0.02501420479827527,0.0305682952629088,0.010990000229330355,0.033360014095004116,0.06219213690203726,0.03539989025017425,0.04053890370129041
Temperature Regulation,0.001181984180171418,0.0027899888339951878,0.013578346320220999,0.0028225956995127565,0.0028683380358114226,0.009742258327003463,0.001972145361157494,0.006277661198890597,0.00469339018010579,0.002213629965995606,0.006343806431821134,0.0022233452968907046,0.0406239795206325,0.0023627461407436288,0.0037285370543510585,0.013584373067754871,0.029942206567962232,0.033079591850769086,0.013638390681720729,0.015823850766583297,0.03427253290169804,0.02683027664433761,0.03903479673323114,0.05865742874773247,0.03047698238705967,0.027132157391193203,0.027340300829771923,0.03495698623146494,0.08569322171829792,0.05029406709389346,0.015146976791210714,0.0032001652146661664,0.0033267172794082273,0.006267703083843196,0.0036915218792497456,0.003115873015650518,0.010577474537350038,0.008429125182374927,0.01467244147344025,0.03637496702184797,0.043223852525294336,0.007336003745007836,0.004809132590252543,0.038197911388625806,0.08166419093905582,0.03991850569565104,0.05586752147629637
Pulmonary,0.00394125402039897,0.021617851129238426,0.01866918844366403,0.013882410375730866,0.020098095958379653,0.014404805998791166,0.016495921566047657,0.017189572288690703,0.016358142434895695,0.01464139334037345,0.015195182915949233,0.00895135672398582,0.02237589880188694,0.010301854594620932,0.012349963637096792,0.012431506609112256,0.01817042614217267,0.017264774199777497,0.013010431364958582,0.009278811101547067,0.01289344253906497,0.0300922067993836,0.012715825262263416,0.022780646101285187,0.03996758208867835,0.061554881145536776,0.014609139575071184,0.05944850085284374,0.026072637566024365,0.017135938385763896,0.012993428626431878,0.005156385696566874,0.015956056109076196,0.016474909688210124,0.01716813601524962,0.015374301224409899,0.021094363362431832,0.01919422447751746,0.025670029478608667,0.026379027375683834,0.03285709025790503,0.019022191917122733,0.0058194886027267394,0.025955913269540963,0.06410887792062707,0.0412020213964192,0.041673912618238086
Cardiovascular,0.001760894629086124,0.004867282537578433,0.019097126939436,0.005093925512869278,0.00879381563694162,0.012783831816278499,0.00912759760129674,0.014671066779635065,0.008689521025756432,0.013926140111903441,0.011887631774385017,0.005177393731481724,0.005847604299514086,0.004557635335606891,0.006837983812040109,0.012244521292353143,0.021905606828443672,0.020050383455907126,0.020022865081263275,0.011349713960108516,0.023693499658453535,0.0283274911867934,0.013797795422241783,0.026130723097818775,0.029171476971721524,0.034713017380547655,0.022913756639241507,0.03683115883406609,0.028688095025870046,0.02430549338161785,0.029913269404060847,0.011981790382843062,0.03575294837714569,0.032135327911639006,0.034570075945839794,0.03101194705667075,0.0398690412000031,0.03578662236783993,0.0429673070271133,0.029714167912463594,0.03136827230263058,0.03495585687082064,0.011596987921307334,0.01712076187118562,0.033351446474450104,0.03911353957152428,0.02152558764220482
