Likelihood,Likelihood mean
-371.6385496820485,
-374.07019844904596,
-371.4279347996715,
-369.6756841051903,
-369.6619460761032,
-368.7964118299932,
-366.4648299482741,
-364.4255692042899,
-364.7393094368399,
-362.42421462840144,
-359.98674720430773,
-360.88986770017027,
-360.7089756363287,
-357.8748155525381,
-355.5595175501652,
-354.4432597829127,
-354.08966953834727,
-354.6532358673947,
-351.7271701275223,
-353.04472933316913,
-350.61966626515414,
-350.91428144569716,
-349.7038681379627,
-347.8824191216635,
-347.3686862653154,
-348.7532873104814,
-348.8727534297579,
-347.4878816559277,
-346.46777824915625,
-347.15273205162015,
-345.37282116152755,
-345.2098208282098,
-345.9311553192332,
-344.1514068858102,
-345.2657769829539,
-345.0812960788622,
-344.7309857097521,
-345.39739076297224,
-344.93811573383095,
-343.4334919758931,
-342.3034950981285,
-343.2611342963417,
-344.25013770621564,
-343.7632534085758,
-341.95069111444303,
-342.15631368112537,
-342.51425600279975,
-342.2782606468657,
-341.61895624020616,
-341.7999175641977,
-342.29103802910834,
-340.45624794167674,
-340.2755761449528,
-341.10218687616543,
-340.6617159110832,
-341.54794590019907,
-338.9749036176162,
-341.80958192328393,
-339.89625159321406,
-340.358536488803,
-338.74465362795934,
-338.4738907449129,
-339.2420684354029,
-339.7135903694835,
-341.1612759333549,
-339.42918117908624,
-339.70434601692625,
-338.78139030865685,
-342.0107771430181,
-338.09019036019697,
-338.80422569354096,
-338.5738092689196,
-337.6536114235104,
-338.8383404334984,
-339.15633736656247,
-338.0022529803733,
-337.9747121102489,
-336.8943977519496,
-336.4737135595242,
-337.91496137967215,
-337.86992616737206,
-338.0048962786792,
-337.67566699677786,
-337.8706979283872,
-337.2659871415687,
-338.0400029661418,
-337.4116902699074,
-337.5949359464509,
-337.5956762770715,
-338.01179259638667,
-336.8247852345351,
-339.1558517903507,
-338.7186378155115,
-337.0684917242844,
-337.2813170437819,
-336.6045827747924,
-337.83420317840176,
-337.7003765286059,
-337.74263451992283,
-336.62575658694294,
-335.4213932673741,
-334.5038997475861,
-336.51518910825155,
-336.82716200279236,
-335.73626869528516,
-335.47086425266707,
-335.7898547617857,
-337.2658213641992,
-336.582184556245,
-337.11608250815993,
-337.12273780775195,
-338.464061939317,
-336.9802450456844,
-337.0500781346249,
-335.6803590511582,
-336.59614682803306,
-336.93373683051624,
-336.5501525324846,
-334.90901400751295,
-335.77901573547297,
-336.64839157413627,
-335.3348902916167,
-335.65233910133946,
-336.62839230951766,
-336.092522174766,
-334.27734317026375,
-336.59081046410944,
-335.5875687828503,
-335.56787050671824,
-336.07684378537164,
-335.5227352600311,
-334.70299025021734,
-334.4665441360224,
-334.0197074390605,
-334.0301532996422,
-334.4247207985212,
-333.35845283537344,
-332.97944372320944,
-333.73887345143334,
-334.1439518312982,
-334.0529371579584,
-333.2015932309709,
-332.77966960489005,
-333.7342155573932,
-334.72631688222907,
-332.6670704438205,
-333.7006267949991,
-333.6465950477612,
-333.46210483803844,
-334.09645863305116,
-333.73104385257545,
-333.2244486069628,
-333.7321617302582,
-333.5344743923871,
-333.74443102801644,
-333.2540989779391,
-333.81159100366784,
-333.72576647989433,
-333.8527215553398,
-333.89683676034616,
-334.01075878983784,
-335.01794419374926,
-334.27998600949013,
-332.9818495741715,
-334.36428687782103,
-333.910361342636,
-335.2267744136637,
-334.3866842492292,
-333.8716529324686,
-333.2550927352336,
-333.79845669240103,
-335.07044879856784,
-332.66105848578746,
-334.747701074143,
-334.82315175089815,
-333.70386308214114,
-332.35052956961346,
-332.3610432970673,
-333.2081453551524,
-333.2889149733699,
-332.7838686676992,
-333.3488250173732,
-333.2499385188021,
-334.0676426965404,
-332.31776280129026,
-333.29638510323554,
-334.68950423754615,
-334.7819323139064,
-335.0455118135842,
-333.03182694729855,
-334.3680227773833,
-334.9384165550788,
