u_mass,c_v,c_uci,c_npmi
-1.3489244957856177,0.8530714469322963,0.31746646093058706,0.14305196275987642
-1.4129602969110167,0.8521887590706264,0.2910711160987502,0.13970996410473535
-1.4529958466686372,0.825930302912305,0.3023799335503892,0.1315178895760611
-1.4123718884963072,0.8351087699023125,0.28485914839905313,0.13477112869079533
-1.44936724717046,0.8399983151990775,0.27494155905064904,0.13443699982311008
-1.4759293388299302,0.8301822681109112,0.22570908349492222,0.12932670804950078
-1.4101375996269712,0.8582806242091069,0.25962783938549006,0.1443957873300366
-1.358769867863114,0.8424097784987589,0.2716637418328256,0.13297875074281082
-1.4518871689106505,0.8378525774690997,0.19603304779268824,0.12934643573224341
-1.5179004587849405,0.8275172847876449,0.2224693999226204,0.12759128803468053
-1.4275559570806606,0.8328699108354574,0.27520602151386436,0.13101635452854016
-1.4417177558660728,0.8395356730109034,0.2576964668089949,0.1315663900749002
-1.4652591126334211,0.8382095221158957,0.23078493836714922,0.13275649902623968
-1.3947656187078965,0.8424225659209523,0.2526331288201591,0.13210335326918246
-1.5135787761717054,0.8294822453531687,0.1718794888401058,0.12652145433492454
-1.495081285705444,0.8288922343559704,0.22179712743220625,0.12812608137574497
-1.5444312552843802,0.8340245439150563,0.16494339753679566,0.12749697782527714
-1.4551848942688492,0.834411694554462,0.22904781868937132,0.12986388882468494
-1.4780386198996618,0.8400274949361061,0.22051647569607594,0.13195525099867642
-1.4460775972533095,0.8394490939079472,0.19625888064728653,0.12970176859799543
-1.518548978427033,0.8303126498404982,0.14193515715928137,0.12408103570647336
-1.5059317716837477,0.831470744339832,0.1651713332649569,0.1235997841497976
-1.541707089757712,0.8306043327718734,0.15520583022196313,0.12535704168932005
-1.5167969304361517,0.8335440434251582,0.1481405253738023,0.12612570914479365
-1.52514559650833,0.8298202641810288,0.2053926011412893,0.12545702715770682
-1.533684684249657,0.8343648009349072,0.11379390807546716,0.12522022893759505
-1.5450736368695641,0.8295852731461402,0.08811689839940459,0.12353977912729963
-1.489454240513045,0.8430346382016652,0.2090139449811784,0.13173949332053697
-1.5346227719532304,0.8271649741035062,0.11177967206309346,0.12061372007802708
-1.5461745071397017,0.8259566618019393,0.06629580461552499,0.11945377145937851
-1.5959478577296569,0.8265620677078865,0.06491344878692357,0.12072914879719061
-1.5640638006936833,0.828420167767179,0.08975000277430212,0.12177779827255954
-1.5289756084639794,0.8345426619180657,0.0993838422772736,0.12415166248476861
-1.493878342346523,0.8362650591035534,0.14915809942426056,0.12786115318312993
-1.624285026509286,0.8201339452601343,-0.020617452535170517,0.11467488224259194
-1.5326482976639493,0.826956603928924,0.06593200211643575,0.12047651034174943
-1.5729102291362451,0.8283004441836321,0.07224440341516693,0.12172814779697004
-1.5973452742787977,0.8238858529050034,0.010730852506776812,0.11654813360233625
-1.6019187703505497,0.8237029903093773,0.049157444569932755,0.11864626844775139
-1.563846593799716,0.8243393481162141,0.08647809451213952,0.12014675287417746
-1.6144332645281638,0.816239102180115,0.010291624412497641,0.11391224521367205
-1.5690560272379883,0.8302293642023897,0.039004799112427324,0.1204491285624803
-1.6336486715422027,0.8177172557861965,-0.06631988841132175,0.11334190016875921
-1.6082857290636083,0.823331229409907,-0.042438122861363885,0.11603336515918554
-1.5753846863806877,0.8245390222327775,-0.01285138085229942,0.11567970665095705
-1.5980233162707826,0.8214233777504907,0.0030194577360811484,0.11670067743725475
-1.6292621160401872,0.8201641633266821,-0.01575181336042795,0.11466284131503524
-1.5954047517319956,0.8242028748178033,0.022501597224334757,0.11829321667713723
-1.6474902590526668,0.8184347659213708,-0.054283330328156666,0.11147528149810512
-1.6232715556736983,0.8220010020499109,-0.01509392252787192,0.11416838477049218
-1.625576116857187,0.8217677671242983,-0.06615570156410314,0.11449780072532034
-1.5988485178214922,0.824419946256345,-0.03135787888437396,0.11650839904071034
-1.6347249413055143,0.8204485630172687,-0.04114376017698055,0.11308403840929897
-1.5848188033823574,0.8261541922376967,0.028349376995983895,0.12145361276974145
-1.6157761154732013,0.8196709546723469,-0.012477435446851341,0.11504212584480869
-1.6308169933790544,0.8207259391308467,-0.0865779708209885,0.1125770692158501
-1.6157497381889594,0.8225484425519626,-0.0354038156650929,0.11581269889577063
-1.6674426809816507,0.8173231594112322,-0.0511225742681311,0.1131015054677408
-1.6432408875018722,0.8190720603893097,-0.052099209744449544,0.11361656941601134
