u_mass,c_v,c_uci,c_npmi
-1.2165273990823326,0.8463868953880292,-0.06179798587620719,0.03931978971914586
-1.182708260268061,0.8445390701517747,-0.13308743827947167,0.0393365425064306
-1.3348295229591007,0.8276800348361946,-0.3766940527500001,0.020800587181040192
-1.3007872144162214,0.8330335518344345,-0.16653408692382138,0.03340061516799068
-1.2459405407746265,0.8338066860762483,-0.2319095470370276,0.0323043556344227
-1.323503549951138,0.8301266310664838,-0.25302591128744595,0.03108618067555236
-1.3659218388909526,0.8268337430396476,-0.24354640967605262,0.030490106698222774
-1.439896604506977,0.824218654493163,-0.32300397343358855,0.022419496490657373
-1.342682100473018,0.8311934510341672,-0.24329875732278863,0.030327236752248528
-1.2984379206213885,0.8267616638245446,-0.31442118755029064,0.023203001522529552
-1.424402333315505,0.8245310217631459,-0.34446765755913744,0.027377855162332477
-1.309061682893352,0.8253257696692715,-0.30483856301725915,0.02632379333618323
-1.350648447862371,0.8298795030428261,-0.3070101783283479,0.025155130247954016
-1.3844081047132784,0.8264519267245565,-0.2850822953165598,0.029011278610072445
-1.269015585538036,0.8334527494245618,-0.2469500966562065,0.029310326663274114
-1.236992488960019,0.8299257873159348,-0.29856260424711434,0.028675339866261355
-1.3053820374438971,0.8311268097345802,-0.23941509909895084,0.030043022961255463
-1.3043908466595517,0.8305953057465681,-0.3068636457594617,0.02694433472982323
-1.349415196242502,0.8283219964538618,-0.28377192323771494,0.0284711619929641
-1.4678888082667152,0.8182195238468957,-0.3855712793922045,0.023680804702209346
-1.6078084902484397,0.7971637753614386,-0.6796876282121412,0.010344563777826377
-1.5145730255844225,0.8133476960003033,-0.4965314004116116,0.02010121753143309
-1.7114661657819203,0.7949699060085377,-0.7042831310352621,0.014157344035432931
-1.6064062363570815,0.8012935355452554,-0.6940828133780073,0.01197811046922036
-1.5916457856178237,0.8038577877817066,-0.5620771661891572,0.015142464053426999
-1.5445719948525936,0.8137932797947928,-0.5097458776595423,0.018881649609912295
-1.45374470766509,0.8164037891677252,-0.4502787260045618,0.022030495992950233
-1.6035505392531713,0.8082073976237032,-0.5910966690605711,0.017338431588341426
-1.59370050819155,0.7984318683393603,-0.6810926773785163,0.011687957763842438
-1.5059470934413084,0.8111965584069347,-0.5527857375329454,0.019719402113570966
-1.5401296303225327,0.8075860064710139,-0.602939863234729,0.014510472298949969
-1.6460158243177299,0.8008108633759499,-0.6681381003914333,0.012783880131388377
-1.619218499794443,0.8057719021236144,-0.6342325179802563,0.019172525301627257
-1.6432588284542373,0.8000894324347594,-0.7260351036907189,0.01630456348960746
-1.7134732417407306,0.7934057620790838,-0.7664812571281462,0.013980745223320237
-1.5954821387000597,0.8087219436895785,-0.639513517383937,0.020947542887877472
-1.6242051272303815,0.8018558270662991,-0.6440482074243769,0.015569465773222494
-1.705252983028899,0.7944781419785364,-0.7982278900473633,0.015443202216791359
-1.616097861798257,0.8007448355114921,-0.6893562910419835,0.014503063643717068
-1.6802386708065271,0.7950123058603101,-0.7832423362930572,0.008974235614005292
-1.5971829755307572,0.801352493861738,-0.6967839094488255,0.015646491534853386
-1.6573539842202272,0.799678112951861,-0.6928540023759807,0.015170114104608742
-1.6454337982710614,0.7996025817012103,-0.7515238869972163,0.01546243726743242
-1.634179238517724,0.7954909595820486,-0.8267823227207651,0.012664494042349345
-1.7672705179101045,0.7911057632075817,-0.7943030616711517,0.010561589791587889
-1.6781112295825436,0.7952326579532512,-0.7446393250913621,0.012485670311317807
-1.7352042125986475,0.789461142666413,-0.8540650562436157,0.008916766340574285
-1.6082766857574666,0.8023377700320035,-0.7174894261936889,0.011283718272940812
-1.7025299498248152,0.795926550052662,-0.7877649202497008,0.011427319962038815
-1.6544894293910775,0.7947400591147316,-0.8447574452625841,0.01238296017515538
-1.7311801931247748,0.7891862020846587,-0.8235740463302152,0.010568318988417353
-1.8329140692186106,0.7785415880943082,-0.9562636331412141,0.0015134511069390285
-1.7595919871124328,0.7909231156291318,-0.8668579105256637,0.009908521526427676
-1.763187073250092,0.784457476186425,-0.8893249003664472,0.006443900719859355
-1.7309716363022278,0.7868757588632541,-0.8911940861597617,0.006673933176669222
-1.706846854601944,0.7900223065269666,-0.7786594406054352,0.010827194227641525
-1.7875109200096642,0.785437033208996,-0.9009901168637072,0.00771301257458178
-1.6755629373600154,0.796583047412799,-0.7676220336273275,0.015297852407169578
-1.6806512651900367,0.7959263748268849,-0.8276360181177752,0.012310702247251797
-1.6960200863876265,0.7913984507698467,-0.8328916452388521,0.010623513126197668
-1.7117893912471043,0.790940099733141,-0.8661228581211183,0.00944494752933883
-1.7514742676843684,0.7863769602926933,-0.8902795875013122,0.012003517190590226
-1.7036771625485392,0.7928091269313122,-0.855969032891505,0.012358107852676721
-1.7047394752829845,0.7951136416346464,-0.8464410290962381,0.014350105885940352
-1.7485250199608278,0.7923586654246595,-0.8563091166518139,0.011971582953791578
-1.8103009498797165,0.7816880179524626,-0.9149282276682448,0.0038344296737821385
