u_mass,c_v,c_uci,c_npmi
-0.9769451820852078,0.6501314048765494,-0.30083664638045987,-0.03600737472388798
-1.0212004532050547,0.6143346791971933,-0.29363071870591667,-0.03207311530993853
-1.0098629461148951,0.643306006964234,-0.28821877348534347,-0.03465011402427095
-0.9919045792777087,0.6188642201926899,-0.2522473586941866,-0.029275440583165602
-1.0060792471944706,0.6484593795099318,-0.23749633114696758,-0.025986863812331396
-1.0288046703165772,0.6375893419573471,-0.2072901561529809,-0.016064362662960244
-0.9925817144626092,0.6551542226000581,-0.22175273354901576,-0.020641655857436922
-0.9994595887316466,0.6541888183752924,-0.2661086490156903,-0.028692078199185622
-1.0276279527961738,0.6291064359688617,-0.2532695940454594,-0.025792311737645252
-1.029717939524492,0.6325344512911463,-0.2518997534573067,-0.02485468083216262
-1.0054414663652287,0.6507955676576,-0.30325210875508873,-0.03323932881141906
-1.0292009521669494,0.6308944802015396,-0.31568410550478504,-0.032980118764665965
-1.0349187517021587,0.6400260117720269,-0.3334412201636892,-0.038155980976801014
-1.008424102894417,0.6376650385420878,-0.2461058854332599,-0.022573910400912285
-1.0200087827225044,0.6482858608154183,-0.265925687690781,-0.02769280254037479
-1.034979876815666,0.6450687130537813,-0.2871258195237433,-0.032825815121548856
-1.0502477390552134,0.623455350021573,-0.29781953388168136,-0.02461546201525376
-1.0453329580465627,0.6259429835632059,-0.27973056258142764,-0.02659078569916028
-1.0419159271008762,0.6376025069650593,-0.32347499711931194,-0.02929152756208454
-1.03872333244895,0.6316572129391482,-0.28145760425263744,-0.03014938618556987
-1.0121915324676831,0.6479996171684256,-0.3133523294397771,-0.033654391577692414
-1.0399529841339625,0.6479327060540745,-0.3555965614931542,-0.03645532807542169
-1.0583201281118024,0.6421235342258832,-0.35283631821070033,-0.030614140578651212
-1.0332657053031464,0.6536617055221124,-0.30855887959160083,-0.03165503131779811
-1.0192966669860732,0.6499098308868531,-0.28508574696796485,-0.02819986189353009
-1.0458643599825723,0.6457877463689367,-0.3005219273562368,-0.029567984515208985
-1.012167874836863,0.6495075441810618,-0.31141936272035037,-0.029120963662430582
-1.0374369818176985,0.646646411835095,-0.3044565978606637,-0.030504085673173836
-1.0277331078546157,0.6494559006324896,-0.3115362892329409,-0.032059581143019954
-1.037345524554546,0.6352780005385444,-0.32036240019912154,-0.03217316551367943
-1.0414756285378592,0.6311862017996871,-0.29589703102355125,-0.02960642177304713
-1.0469213092002305,0.653637030324074,-0.30718057780912,-0.030513994353628445
-1.0761357573695571,0.6434457639409356,-0.3267051247708188,-0.029559977411811385
-1.068392796808693,0.6458705709666039,-0.32483729504682185,-0.029674642357560923
-1.007246410305433,0.6493135777017844,-0.30346621035711263,-0.032912568699097276
-1.0392334241560734,0.6364111079038315,-0.30103707557799886,-0.030273477701392635
-1.077861399295866,0.6315860895679463,-0.33086980381992825,-0.03156854769980273
-1.0508810006263052,0.6451319186448655,-0.34710764857277226,-0.034521825609613206
-1.0118768553198862,0.6501601537372788,-0.32992791033073654,-0.03403319759404571
-1.0448601916693518,0.6461320024070119,-0.3735613163332823,-0.03765532041895495
-1.0680532116655157,0.6414950476845035,-0.36578638261553537,-0.031830030732985425
-1.0615275203293792,0.6384409499327266,-0.3659065562639811,-0.032676672680150294
-1.0420517215551486,0.6425027487931788,-0.3584064726799258,-0.0340435649973757
-1.0708292066456389,0.6447923511158185,-0.347567391656108,-0.03573296109919944
-1.0718493761008339,0.6539572509365783,-0.40792879616067934,-0.037376501556924485
-1.06142153179765,0.6450009418650632,-0.35719869217723255,-0.033386532765240194
-1.0488502391420857,0.6450889407886534,-0.3441465568102436,-0.03429042567316589
-1.0743837300095063,0.6461782939809791,-0.41015737872235525,-0.034822281619417424
-1.063168467132376,0.6337466193411138,-0.36620109468973006,-0.03528712289240602
-1.0406872063793742,0.6434339878563171,-0.3577463696502748,-0.0368922852369414
-1.06529027051199,0.6562227476670397,-0.3741080001419735,-0.032984240749641056
-1.058449751575909,0.6375308919653857,-0.37090737313725725,-0.036014408274981
-1.0583968366273961,0.6441485905311319,-0.3397558696181355,-0.032574485962870645
-1.063982802531928,0.6435783416793369,-0.38713779889273,-0.03785440914939405
-1.0756885641522538,0.6470238163668515,-0.40955378315263624,-0.03448056847108584
-1.0667289319883764,0.6396124965627045,-0.3593074343170147,-0.034010154681044305
-1.0619643937083636,0.648742407668135,-0.3888037226074008,-0.0349498965887814
-1.0744138145084376,0.6421683862745781,-0.391097665745587,-0.03850274196361388
-1.075536713217528,0.6395395628402477,-0.3699065759994783,-0.0343616235788183
